customer_id,customer_name,email,phone,preferred_categories,budget_level,city,registered_at,gender,age_group
1106,Khách hàng 1106,customer1106@email.com,0941602967,Áo sơ mi|Vest,low,Biên Hòa,2022-09-02,Nữ,36-45
1107,Khách hàng 1107,customer1107@email.com,0920750109,Váy công sở|Áo dài|Áo sơ mi,medium,Hà Nội,2023-10-04,Nữ,36-45
1108,Khách hàng 1108,customer1108@email.com,0945026810,Đầm dạ hội,low,Hà Nội,2023-11-03,Nữ,26-35
1109,Khách hàng 1109,customer1109@email.com,0916992585,Áo khoác|Áo dài,medium,Huế,2024-08-06,Nữ,18-25
1110,Khách hàng 1110,customer1110@email.com,0952107027,Áo cưới|Áo sơ mi,low,TP.HCM,2024-03-25,Nữ,55+
1111,Khách hàng 1111,customer1111@email.com,0970597948,Đầm dạ hội|Váy công sở|Quần tây,high,TP.HCM,2023-09-07,Nam,36-45
1112,Khách hàng 1112,customer1112@email.com,0921327835,Áo sơ mi|Áo cưới,medium,Hà Nội,2023-04-29,Nữ,46-55
1113,Khách hàng 1113,customer1113@email.com,0984964625,Áo cưới|Áo dài|Chân váy,medium,TP.HCM,2024-08-18,Nam,26-35
1114,Khách hàng 1114,customer1114@email.com,0963825994,Đầm dạ hội|Áo dài,medium,Hà Nội,2024-06-19,Nam,26-35
1115,Khách hàng 1115,customer1115@email.com,0970895638,Vest|Áo dài|Váy công sở,medium,TP.HCM,2024-10-11,Nam,55+
1116,Khách hàng 1116,customer1116@email.com,0961281039,Áo sơ mi|Áo khoác,medium,TP.HCM,2021-09-24,Nam,46-55
1117,Khách hàng 1117,customer1117@email.com,0964831176,Áo cưới|Váy công sở|Đầm dạ hội,low,Buôn Ma Thuột,2021-10-26,Nam,26-35
1118,Khách hàng 1118,customer1118@email.com,0988235926,Quần tây,medium,TP.HCM,2024-11-02,Nữ,46-55
1119,Khách hàng 1119,customer1119@email.com,0966813149,Váy công sở|Áo cưới|Đồ thể thao,low,TP.HCM,2024-05-08,Nam,26-35
1120,Khách hàng 1120,customer1120@email.com,0957553566,Áo khoác,high,Buôn Ma Thuột,2024-05-26,Nữ,36-45
1121,Khách hàng 1121,customer1121@email.com,0944045250,Áo dài,medium,Hà Nội,2023-10-31,Nữ,26-35
1122,Khách hàng 1122,customer1122@email.com,0932799095,Áo dài|Đầm dạ hội|Áo sơ mi,medium,Hà Nội,2023-10-29,Nữ,18-25
1123,Khách hàng 1123,customer1123@email.com,0944951103,Chân váy|Váy công sở|Đầm dạ hội,medium,Buôn Ma Thuột,2021-08-28,Nữ,55+
1124,Khách hàng 1124,customer1124@email.com,0947973618,Quần tây|Váy công sở,medium,Hải Phòng,2022-06-24,Nam,26-35
1125,Khách hàng 1125,customer1125@email.com,0975937784,Quần tây,medium,Vũng Tàu,2021-11-06,Nữ,26-35
1126,Khách hàng 1126,customer1126@email.com,0917323881,Đầm dạ hội,low,Đà Nẵng,2022-04-16,Nam,26-35
1127,Khách hàng 1127,customer1127@email.com,0915474970,Áo khoác,medium,Cần Thơ,2023-06-24,Nữ,26-35
1128,Khách hàng 1128,customer1128@email.com,0922559810,Đầm dạ hội|Vest|Quần tây,high,TP.HCM,2022-02-22,Nam,26-35
1129,Khách hàng 1129,customer1129@email.com,0988322404,Đồ thể thao|Áo cưới,medium,Huế,2021-01-09,Nữ,18-25
1130,Khách hàng 1130,customer1130@email.com,0913484583,Vest|Quần tây,medium,Cần Thơ,2022-08-06,Nữ,36-45
1131,Khách hàng 1131,customer1131@email.com,0930639394,Quần tây,low,Nha Trang,2021-03-01,Nữ,26-35
1132,Khách hàng 1132,customer1132@email.com,0954214932,Đồ thể thao|Áo dài,medium,Vũng Tàu,2021-03-31,Nam,36-45
1133,Khách hàng 1133,customer1133@email.com,0916534020,Đồ thể thao|Đầm dạ hội|Áo cưới,low,Hải Phòng,2024-08-11,Nữ,26-35
1134,Khách hàng 1134,customer1134@email.com,0944247519,Váy công sở|Vest|Đồ thể thao,low,Hải Phòng,2021-12-31,Nữ,18-25
1135,Khách hàng 1135,customer1135@email.com,0962143976,Đầm dạ hội,low,Hải Phòng,2023-04-05,Nữ,18-25
1136,Khách hàng 1136,customer1136@email.com,0991002225,Váy công sở|Áo sơ mi,medium,TP.HCM,2021-09-26,Nữ,18-25
1137,Khách hàng 1137,customer1137@email.com,0946034695,Váy công sở|Áo khoác,medium,TP.HCM,2024-02-28,Nữ,26-35
1138,Khách hàng 1138,customer1138@email.com,0994649276,Váy công sở,low,Đà Nẵng,2023-05-23,Nữ,36-45
1139,Khách hàng 1139,customer1139@email.com,0949017499,Đầm dạ hội|Áo khoác|Vest,medium,Biên Hòa,2023-08-17,Nữ,18-25
1140,Khách hàng 1140,customer1140@email.com,0943373708,Áo sơ mi,medium,Đà Nẵng,2023-12-08,Nữ,46-55
1141,Khách hàng 1141,customer1141@email.com,0965434526,Vest|Chân váy|Váy công sở,medium,Cần Thơ,2021-07-13,Nữ,26-35
1142,Khách hàng 1142,customer1142@email.com,0925292162,Vest|Chân váy|Áo dài,medium,Hải Phòng,2024-09-16,Nữ,18-25
1143,Khách hàng 1143,customer1143@email.com,0988813775,Áo sơ mi|Quần tây,high,Hà Nội,2023-07-21,Nữ,26-35
1144,Khách hàng 1144,customer1144@email.com,0934842009,Áo cưới,medium,Huế,2021-06-10,Nữ,18-25
1145,Khách hàng 1145,customer1145@email.com,0925660291,Áo dài|Đồ thể thao|Váy công sở,low,Đà Nẵng,2021-01-28,Nữ,46-55
1146,Khách hàng 1146,customer1146@email.com,0993013580,Đồ thể thao|Áo khoác|Áo sơ mi,medium,Cần Thơ,2024-06-17,Nữ,26-35
1147,Khách hàng 1147,customer1147@email.com,0928134687,Vest|Đầm dạ hội,low,Nha Trang,2021-01-29,Nữ,18-25
1148,Khách hàng 1148,customer1148@email.com,0974574456,Áo cưới,low,TP.HCM,2024-08-21,Nữ,46-55
1149,Khách hàng 1149,customer1149@email.com,0972199925,Áo cưới|Vest|Áo sơ mi,medium,TP.HCM,2021-10-31,Nam,18-25
1150,Khách hàng 1150,customer1150@email.com,0912634395,Áo khoác|Đồ thể thao|Chân váy,medium,TP.HCM,2023-07-10,Nữ,46-55
1151,Khách hàng 1151,customer1151@email.com,0911056868,Quần tây,medium,Cần Thơ,2021-07-30,Nữ,46-55
1152,Khách hàng 1152,customer1152@email.com,0914968366,Đồ thể thao|Chân váy|Áo sơ mi,medium,Đà Nẵng,2023-09-26,Nữ,55+
1153,Khách hàng 1153,customer1153@email.com,0980908408,Áo cưới|Áo dài,medium,Hà Nội,2021-02-08,Nam,46-55
1154,Khách hàng 1154,customer1154@email.com,0976409428,Áo khoác|Vest,high,Hà Nội,2024-06-29,Nữ,18-25
1155,Khách hàng 1155,customer1155@email.com,0956150415,Áo cưới|Áo khoác,low,TP.HCM,2023-06-17,Nữ,26-35
1156,Khách hàng 1156,customer1156@email.com,0962394739,Áo khoác|Đầm dạ hội|Áo sơ mi,high,Cần Thơ,2023-05-04,Nữ,36-45
1157,Khách hàng 1157,customer1157@email.com,0937811066,Đồ thể thao,medium,TP.HCM,2022-08-02,Nữ,18-25
1158,Khách hàng 1158,customer1158@email.com,0976060051,Đồ thể thao,high,Vũng Tàu,2021-07-26,Nữ,26-35
1159,Khách hàng 1159,customer1159@email.com,0945005058,Áo dài|Đồ thể thao|Quần tây,medium,TP.HCM,2023-01-02,Nữ,26-35
1160,Khách hàng 1160,customer1160@email.com,0967796900,Quần tây,medium,TP.HCM,2021-08-22,Nam,26-35
1161,Khách hàng 1161,customer1161@email.com,0984762274,Quần tây|Áo dài,high,Nha Trang,2022-07-02,Nữ,36-45
1162,Khách hàng 1162,customer1162@email.com,0968764105,Áo dài,high,Hải Phòng,2023-07-26,Nữ,36-45
1163,Khách hàng 1163,customer1163@email.com,0978089422,Vest|Chân váy|Áo dài,low,TP.HCM,2021-08-04,Nam,26-35
1164,Khách hàng 1164,customer1164@email.com,0923327047,Áo sơ mi|Áo khoác|Chân váy,medium,Hà Nội,2021-11-12,Nam,46-55
1165,Khách hàng 1165,customer1165@email.com,0942925764,Váy công sở|Áo dài,medium,Đà Nẵng,2023-08-29,Nam,26-35
1166,Khách hàng 1166,customer1166@email.com,0930348912,Quần tây|Áo cưới,medium,TP.HCM,2023-12-21,Nữ,26-35
1167,Khách hàng 1167,customer1167@email.com,0958556533,Áo khoác|Chân váy,medium,Hải Phòng,2021-03-02,Nữ,26-35
1168,Khách hàng 1168,customer1168@email.com,0955406344,Vest,medium,Hải Phòng,2022-10-07,Nữ,26-35
1169,Khách hàng 1169,customer1169@email.com,0987115770,Đầm dạ hội,high,Buôn Ma Thuột,2021-04-29,Nữ,46-55
1170,Khách hàng 1170,customer1170@email.com,0984304333,Váy công sở|Đồ thể thao,medium,Hà Nội,2022-09-16,Nam,46-55
1171,Khách hàng 1171,customer1171@email.com,0969886480,Đồ thể thao|Đầm dạ hội|Váy công sở,low,Đà Nẵng,2024-08-11,Nữ,36-45
1172,Khách hàng 1172,customer1172@email.com,0950470861,Quần tây|Váy công sở|Áo cưới,low,Hà Nội,2021-06-22,Nữ,36-45
1173,Khách hàng 1173,customer1173@email.com,0982583635,Chân váy,low,Đà Nẵng,2022-08-05,Nam,26-35
1174,Khách hàng 1174,customer1174@email.com,0982468532,Đầm dạ hội|Áo dài|Chân váy,low,Nha Trang,2024-04-28,Nam,26-35
1175,Khách hàng 1175,customer1175@email.com,0944863921,Vest|Áo dài|Quần tây,medium,TP.HCM,2024-07-08,Nữ,55+
1176,Khách hàng 1176,customer1176@email.com,0970820382,Áo sơ mi|Áo dài,high,Nha Trang,2022-11-26,Nữ,36-45
1177,Khách hàng 1177,customer1177@email.com,0950158160,Chân váy|Áo cưới|Quần tây,medium,Nha Trang,2022-08-06,Nữ,18-25
1178,Khách hàng 1178,customer1178@email.com,0924123318,Chân váy|Áo cưới,medium,TP.HCM,2022-11-03,Nữ,26-35
1179,Khách hàng 1179,customer1179@email.com,0965304811,Váy công sở,low,Hà Nội,2021-06-17,Nam,26-35
1180,Khách hàng 1180,customer1180@email.com,0980632831,Quần tây,medium,Đà Nẵng,2023-04-05,Nữ,26-35
1181,Khách hàng 1181,customer1181@email.com,0975705089,Váy công sở|Áo khoác,high,TP.HCM,2023-05-04,Nam,36-45
1182,Khách hàng 1182,customer1182@email.com,0981020117,Chân váy,medium,Đà Nẵng,2021-08-30,Nam,18-25
1183,Khách hàng 1183,customer1183@email.com,0924809069,Quần tây|Vest|Váy công sở,medium,Hà Nội,2021-09-05,Nữ,18-25
1184,Khách hàng 1184,customer1184@email.com,0949457501,Quần tây|Áo sơ mi,low,TP.HCM,2023-09-23,Nữ,26-35
1185,Khách hàng 1185,customer1185@email.com,0934572196,Áo sơ mi|Áo cưới,low,Đà Nẵng,2023-09-29,Nam,18-25
1186,Khách hàng 1186,customer1186@email.com,0985935555,Đồ thể thao|Áo sơ mi,high,Hải Phòng,2023-07-16,Nữ,36-45
1187,Khách hàng 1187,customer1187@email.com,0970388500,Đầm dạ hội|Đồ thể thao|Áo khoác,medium,Biên Hòa,2024-09-28,Nam,36-45
1188,Khách hàng 1188,customer1188@email.com,0941248877,Đồ thể thao|Váy công sở|Chân váy,medium,TP.HCM,2023-03-21,Nữ,26-35
1189,Khách hàng 1189,customer1189@email.com,0913329148,Vest|Đầm dạ hội,medium,Hải Phòng,2024-03-17,Nam,36-45
1190,Khách hàng 1190,customer1190@email.com,0993041052,Chân váy|Vest|Áo cưới,medium,TP.HCM,2024-01-15,Nữ,18-25
1191,Khách hàng 1191,customer1191@email.com,0926144134,Chân váy|Áo dài,high,TP.HCM,2024-09-10,Nam,36-45
1192,Khách hàng 1192,customer1192@email.com,0969623470,Đồ thể thao,high,Huế,2021-06-23,Nữ,18-25
1193,Khách hàng 1193,customer1193@email.com,0968655485,Quần tây,medium,Nha Trang,2022-01-05,Nam,26-35
1194,Khách hàng 1194,customer1194@email.com,0982716383,Vest,low,TP.HCM,2021-12-11,Nữ,18-25
1195,Khách hàng 1195,customer1195@email.com,0992473495,Đầm dạ hội|Áo dài,low,Cần Thơ,2022-10-29,Nam,18-25
1196,Khách hàng 1196,customer1196@email.com,0953515775,Váy công sở,medium,Nha Trang,2022-06-13,Nam,26-35
1197,Khách hàng 1197,customer1197@email.com,0978265991,Đồ thể thao|Áo cưới|Áo khoác,medium,TP.HCM,2023-10-31,Nam,26-35
1198,Khách hàng 1198,customer1198@email.com,0913879756,Vest|Áo khoác,medium,Vũng Tàu,2023-04-15,Nam,36-45
1199,Khách hàng 1199,customer1199@email.com,0950884443,Vest|Áo cưới|Đầm dạ hội,medium,TP.HCM,2024-03-09,Nữ,26-35
1200,Khách hàng 1200,customer1200@email.com,0982536595,Quần tây,high,Đà Nẵng,2021-12-11,Nữ,46-55
